Customer id,Total chats,Total calls,Total Mails,Avg Chat Rating,Avg Call Rating,Avg Mail Rating,Call support,Total escallation,IM / VM,ALR
72373,275,286,131,2.53,1.91,2.04,0,16,65,1
73045,482,256,131,2.09,3.9,3.51,0,18,52,1
73355,72,294,131,3.62,4.22,4.65,0,2,60,1
74168,215,190,131,4.5,1.49,1.84,1,9,90,1
70152,183,296,132,2.85,4.52,4.73,0,40,4,1
70446,477,282,132,3.32,3.06,3.29,1,15,47,1
70831,378,22,132,4.29,3.64,3.9,0,16,77,1
72299,27,284,132,4.64,1.41,1.81,0,46,36,0
73052,55,298,132,4.06,4.32,4.69,1,50,91,0
73564,230,140,132,3.35,1.25,4.48,0,2,77,0
73725,354,176,132,3.88,1.43,2.57,0,5,20,0
73973,89,270,132,3.52,4.17,4.05,1,21,8,0
74815,156,285,132,3.73,3.09,1.96,1,12,57,0
70125,60,52,132,2.03,3.1,1.53,0,50,47,1
71298,257,93,132,1.46,2.18,1.16,1,33,79,1
71361,465,110,132,2.73,2.85,1.43,1,11,96,1
71396,277,33,132,1.62,4.59,3.69,0,49,45,1
70931,286,100,133,1.36,1.26,2.38,1,22,39,1
71058,387,69,133,3.02,4.74,3.07,1,20,73,0
72705,411,287,133,1.44,4.92,2.4,0,25,1,0
73171,500,155,133,4.85,4.72,2.4,1,24,37,0
73810,437,198,133,3.72,3.27,2.26,0,9,43,0
70211,444,281,133,1.74,4.43,3.53,1,29,19,1
73875,361,165,133,2.65,4.19,3.49,1,5,26,1
74773,458,296,133,2.82,3.84,1.88,1,45,92,1
74911,401,243,133,3.99,4.28,1.72,1,33,14,1
72132,259,191,134,2.56,4.4,2.21,1,39,33,0
73922,90,56,134,3.34,4.39,1.62,1,7,55,0
74110,356,167,134,1.56,1.33,3.31,0,45,7,0
72091,469,291,134,4.56,4.12,2.68,0,7,91,1
72443,283,13,134,3.31,4.69,1.55,1,25,6,1
73467,328,260,134,2.08,4.35,4.71,0,14,23,1
74981,364,59,134,4.46,4.55,2.15,1,0,36,1
70980,136,145,135,4.48,1.07,1.16,1,26,70,1
70119,405,206,135,3.55,2.25,4.67,0,12,58,1
70715,330,144,135,4.63,1.72,4.51,1,47,34,1
71824,210,234,135,3.84,2.6,4.01,1,45,8,1
72346,122,62,135,3.47,4.95,4.67,0,2,19,1
72672,293,263,135,2.34,3.34,3.64,0,7,88,1
72802,316,157,135,4,1.54,1.01,0,49,65,1
73294,193,287,135,2.26,4.67,4.73,0,47,5,1
73575,380,290,135,3.18,1.64,4.07,1,27,66,1
74486,184,290,135,4.68,3.02,1.58,1,1,79,1
70795,284,216,136,3.55,4.27,4.9,1,30,69,1
71738,463,143,136,4.14,4.81,4.48,1,15,22,0
71773,192,298,136,4.46,4.76,3.99,1,27,77,0
73849,121,89,136,1.34,2.59,4.33,0,2,34,0
73460,322,251,136,3.77,1.82,4.15,0,15,87,1
73720,200,34,136,2.16,2.53,4.95,1,30,73,1
73807,495,51,136,4.53,4.56,2.41,0,6,93,1
74936,339,212,136,4.37,3.12,3.68,1,14,37,1
70189,110,111,137,2.24,3.4,2.63,0,42,90,1
73044,392,278,137,2.93,4.45,2.89,0,9,88,0
73338,112,220,137,3.14,4.47,3.79,1,29,100,0
74248,254,95,137,1.31,3.03,2.11,1,48,44,0
74596,230,107,137,2.3,1.08,1.44,1,7,17,0
71436,181,176,137,3.91,2.22,4.09,0,48,51,1
71519,279,6,137,1.26,1.84,4.8,0,37,24,1
72472,33,200,137,4.87,3.85,4.35,0,40,74,1
72597,322,120,137,4.77,2.64,4.67,0,27,11,1
74282,44,104,137,2.08,3.61,1.32,0,22,57,1
70308,467,228,138,3.14,2.82,3.46,1,12,22,1
71623,381,286,138,2.08,3.7,4.41,1,20,45,0
71868,465,72,138,3.87,4.08,3.34,1,50,21,0
73539,120,292,138,1.75,2.92,4.71,1,27,61,0
70007,246,249,138,3.54,1.94,4.5,0,41,68,1
70265,419,48,138,2.94,3.06,4.94,1,24,31,1
71099,97,106,138,4.12,2.75,4.62,1,25,45,1
71845,172,63,138,1.6,3.02,3.27,1,44,84,1
71942,475,51,138,3.97,1.77,2.16,1,38,93,1
72939,265,212,138,2.99,4.68,3.48,1,6,31,1
73104,480,68,138,4.82,3.02,4.89,1,49,32,1
74641,45,268,138,4.12,4.74,4.76,0,46,27,1
70519,326,207,139,3.06,2.73,1.67,1,24,46,1
71048,251,286,139,1.52,3.98,3.99,0,47,80,0
73207,233,113,139,4.67,1.87,3.04,0,43,81,0
75000,463,159,139,3.49,4.94,2.94,1,43,87,0
71010,389,194,139,2.76,1.94,1.74,0,46,38,1
71541,352,137,139,1.6,1.84,1.71,1,31,70,1
71802,149,19,139,3.97,4.92,4.87,1,31,94,1
71925,324,70,139,3.45,4.21,4.41,1,49,62,1
72874,106,152,139,4.31,2.29,3.03,1,4,26,1
73206,420,238,139,3.98,4.74,2.04,1,3,76,1
74088,77,68,139,2.28,4.45,4.48,1,23,96,1
74510,442,243,139,2.1,4.87,4.61,0,13,35,1
71362,84,192,140,3.28,2.84,1.17,0,38,55,0
72397,155,163,140,2.58,2.6,2.11,0,44,79,0
72983,155,287,140,3.47,3.6,3.57,0,4,38,0
73230,165,138,140,4,1.41,3.29,1,47,75,0
73935,145,250,140,3.67,1,4.67,0,8,42,0
74512,356,232,140,4.3,4.64,1.47,1,32,17,0
74871,235,247,140,4.26,2.27,1.68,1,21,41,0
70013,311,225,140,4.79,3.74,4.37,0,45,49,1
74975,285,218,140,1.85,1.29,3.39,1,35,75,1
72427,440,147,141,1.72,3.92,4.25,1,50,84,0
74561,24,203,141,3.13,3.33,3.52,0,49,85,0
74972,162,108,141,4.91,4.29,4.99,1,45,50,0
70053,314,242,141,3.59,1.89,1.15,1,0,5,1
70070,286,9,141,4.29,1.05,2.08,0,33,79,1
71280,94,154,141,1.3,2.19,4.67,1,3,65,1
71968,472,17,141,2.83,3.53,1.33,0,23,31,1
73198,117,230,141,1.57,3.16,1.02,0,49,4,1
70462,393,159,142,4.37,1.79,2.18,0,40,22,1
72624,203,247,142,3.03,2.53,4.3,1,20,6,0
74079,437,19,142,3.16,1.59,3.92,0,31,99,0
71907,288,170,142,4.92,4.37,2.68,0,4,55,1
72787,481,196,142,3.08,3.61,3.9,0,34,75,1
73083,121,13,142,4.92,5,4.76,1,44,28,1
74467,94,5,142,1.29,3.48,1.75,0,0,10,1
70172,247,213,143,2.23,1.19,3.62,1,29,0,1
73121,461,161,143,4.9,4.2,1.46,1,4,17,0
73271,69,276,143,2.35,1.46,4.92,1,43,59,0
73712,96,159,143,2.88,4.9,4.39,0,50,91,0
73977,452,96,143,2.93,4.38,3.53,0,12,13,0
74637,186,91,143,4.93,2.51,1.19,0,31,63,0
74693,359,85,143,2.04,2.51,1.47,1,14,36,0
70423,481,205,143,2.87,2.37,4.95,1,36,35,1
72193,160,209,143,3.85,1.25,4.63,1,0,12,1
70253,130,128,144,3.48,1.14,2.56,0,12,43,1
70293,303,85,144,2.04,4.27,3.05,1,50,15,1
70470,362,55,144,2.62,2.79,3.77,1,9,60,1
71576,447,54,144,4.81,3.57,2.66,1,8,68,0
72201,97,152,144,3.17,3.4,1.95,1,36,94,0
72253,133,193,144,4.04,2.47,1.05,0,28,51,0
73843,233,98,144,3.95,3.77,1.78,0,1,92,0
74385,231,174,144,1.55,2.42,4.5,0,50,20,0
70639,219,161,144,3.19,2.6,1.72,0,16,50,1
72110,379,118,144,4.05,3.54,2.71,1,1,28,1
72370,408,65,144,2.44,4.26,2.45,1,20,43,1
73249,70,32,144,4.43,1.55,1.74,1,10,37,1
74005,164,134,144,2.2,4.51,1.79,0,33,4,1
70017,482,275,145,4.02,2.75,2.67,1,50,85,1
70098,153,46,145,2.49,2.44,2.63,1,21,44,1
71750,190,273,145,1.78,2.17,2.02,1,11,92,0
72426,241,194,145,3.54,1.13,1.35,0,15,50,0
73636,397,89,145,2.75,2.96,3.72,1,34,71,0
73723,378,186,145,1.6,2.55,3.61,1,7,43,0
70621,239,161,145,4.02,2.26,4.59,1,42,95,1
71539,356,49,145,1.32,3.54,2.94,1,47,53,1
72517,196,124,145,1.19,2.13,1.81,1,12,36,1
72942,405,287,145,2.15,4.67,4.75,0,26,20,1
73084,103,229,145,3.15,3.94,4.19,1,3,60,1
74827,397,66,145,3.7,1.31,1.97,0,18,77,1
70166,341,5,146,2.28,1.23,1.64,1,36,37,1
70633,369,224,146,3,2.05,2.51,1,41,16,1
72464,366,172,146,2.74,1.81,4.38,0,39,9,0
72581,78,178,146,1.09,3.06,1.66,1,9,26,0
73319,11,117,146,3.37,1.77,3.28,0,9,7,0
73577,156,105,146,3.16,1.09,2.06,1,27,91,0
70690,355,165,146,1.49,2.31,2.08,1,34,46,1
71624,395,54,146,2.14,3.73,4.82,1,40,50,1
70318,59,33,147,4.17,2.25,1.08,1,20,42,1
70990,57,252,147,1.11,1.78,2.28,0,37,13,1
71642,216,5,147,2.29,3.35,1.5,0,46,3,0
72494,86,30,147,2.99,3.28,1.72,1,46,67,0
74043,154,54,147,2.98,1.38,2.66,0,14,56,0
74190,351,205,147,2.32,4.87,3.26,1,43,24,0
74326,359,64,147,1.64,1.99,1.34,0,25,43,0
70537,253,73,147,1.46,4.83,4.52,1,5,57,1
70985,297,81,147,3.36,2.22,4.59,0,0,2,1
71697,492,145,147,4,2.12,2.27,0,22,57,1
73948,350,124,147,3.19,2.81,2.99,1,25,95,1
74208,38,55,147,4.71,1.34,3.35,0,32,22,1
74635,254,69,147,3.12,1.54,3.54,0,47,7,1
73118,42,159,148,4.62,2.02,3.64,1,7,28,0
73272,59,21,148,3.02,3.77,4.26,0,44,31,0
74528,240,37,148,3.72,1.14,1.85,0,20,72,0
71388,181,195,148,2.25,3.11,2.34,0,50,65,1
72876,162,59,148,2.96,3.03,4.16,1,11,2,1
70666,15,107,149,3.02,4.03,4.35,1,11,15,1
70762,489,137,149,4.46,1.19,3.15,1,0,94,1
71200,489,168,149,4.87,1.41,3.01,0,10,8,0
71381,157,155,149,3.5,4.17,3.56,1,6,81,0
71448,79,227,149,4.33,2.71,4.7,0,34,87,0
72795,428,140,149,3.59,1.74,3.96,1,43,61,0
73775,362,60,149,2.83,3.5,4.64,1,22,48,0
74060,322,61,149,3.45,1.94,1.73,0,15,64,0
74819,207,171,149,2.26,3.77,1.85,0,30,60,0
70100,275,97,149,4.67,3.94,2.41,1,26,10,1
70749,291,76,149,1.08,4.55,3.48,1,4,98,1
71438,183,90,149,2.27,4.18,3.49,0,19,64,1
71825,94,286,149,4.46,2.93,1.43,1,22,73,1
72806,239,44,149,4.91,2.71,2.91,0,13,19,1
72938,487,207,149,4.99,1.62,3.54,0,26,4,1
73103,302,98,149,2.25,1.95,3.93,0,30,4,1
73605,153,265,149,4.81,3.13,1.52,1,30,15,1
73992,134,293,149,3.32,2.83,4.42,1,5,10,1
70582,125,291,150,3.97,3.64,4.72,0,19,18,1
70894,26,251,150,3.35,3.42,4.05,0,45,13,1
71270,412,291,150,2.46,2.99,4.95,1,31,87,1
71660,56,202,150,2.77,3.15,1.34,1,28,37,1
72062,112,226,150,2.24,2.25,1.83,1,5,92,1
72741,169,22,150,4.2,2.07,3.6,1,23,15,1
73093,79,111,150,4.63,4.57,1.62,0,10,55,1
74171,78,127,150,4.82,2.57,2.63,1,49,19,1
74196,234,252,150,4.45,4.41,1.11,1,28,22,1
74262,381,253,150,1.07,3.19,1.02,1,12,82,1
74777,108,102,150,4.66,3.22,1.18,1,10,69,1
70348,244,94,151,4.59,1.69,2.87,1,22,20,1
70765,418,83,151,1.28,3.33,3.05,1,5,14,1
74506,122,216,151,4.52,3.57,1.67,0,38,21,0
72081,30,206,151,3.51,3.65,3.69,1,7,89,1
73169,224,53,151,3.07,2.93,2.87,0,7,75,1
70503,240,39,152,3.49,4.62,3.27,0,19,93,1
70581,49,188,152,2,2.01,4.58,0,19,91,1
72252,100,67,152,4.4,2.77,4.39,0,32,91,0
73697,239,46,152,1.69,2.08,1.75,0,23,11,0
71945,181,159,152,1.71,4.49,1.43,1,11,76,1
72369,69,246,152,4.78,2.36,2.56,0,47,85,1
70333,407,148,153,1.86,1.86,3.59,0,35,18,1
70739,364,76,153,3.89,1.51,2.67,1,45,9,1
71021,425,235,153,1.18,2.39,2.03,0,12,46,1
71765,230,29,153,4.42,4.9,3.25,0,17,90,0
73445,79,38,153,1.35,4.06,4.89,1,32,81,0
73944,448,95,153,1.36,1.47,3.57,0,30,85,0
72113,347,77,153,2.42,1.5,3.31,0,0,58,1
73646,250,120,153,3.11,1.84,4.16,0,16,52,1
71415,122,193,154,3.59,2.41,1.31,0,33,25,0
72849,274,82,154,1.81,4.97,2.24,1,40,55,0
74986,183,158,154,2.77,2.18,3.92,1,27,0,0
70041,397,159,154,3.14,4.91,4.82,0,22,33,1
71655,294,94,154,3.59,1.85,1.21,0,48,88,1
71869,32,6,154,4.97,1.14,3.54,0,32,83,1
74172,403,152,154,3.42,1.69,1.2,1,38,31,1
74446,252,232,154,2.85,4.11,1.88,0,33,52,1
70194,150,211,155,4.13,2.2,3.32,1,22,39,1
70525,494,206,155,3.04,2.53,4.46,1,2,22,1
71792,194,133,155,4.7,4.76,3.65,1,40,11,0
71891,31,180,155,4.01,4.56,2.73,1,42,61,0
72287,144,157,155,3.24,4.38,1.97,0,45,11,0
73062,463,177,155,4.11,1.23,1.44,1,24,74,0
73739,431,106,155,2.99,4.24,4.08,0,39,27,0
73867,393,21,155,4.86,2.07,4.63,0,40,11,0
73937,47,147,155,4.1,4.85,1.73,0,40,55,0
74106,25,8,155,2.15,1.42,4.72,0,3,42,0
74183,156,273,155,2.83,3.54,4.69,1,23,95,0
71607,431,137,155,1.68,2.75,3.93,1,20,54,1
72011,421,224,155,2.58,2.62,1.81,1,28,35,1
72680,200,255,155,2.46,3.13,3.87,1,43,26,1
70364,331,9,156,3.62,4.07,4.57,0,16,8,1
74626,290,45,156,1.84,3.95,3.97,1,37,0,0
72133,237,31,156,2.03,3.81,4.91,0,31,38,1
72827,291,294,156,2.77,3.54,1.46,0,40,4,1
73228,123,204,156,3.6,3.18,4.2,0,0,21,1
74370,157,97,156,1.22,1.83,3.52,0,36,36,1
74688,262,131,157,3.19,4.82,4.87,0,18,69,0
71883,497,7,157,1.49,2.39,3.66,1,47,41,1
70823,157,64,158,3.15,1.52,3.05,0,46,89,1
71498,439,219,158,2.06,4.36,3.76,1,18,57,0
72536,229,174,158,3.08,1.34,1.41,1,43,53,0
73032,118,137,158,1.61,4.12,2.22,0,19,93,0
73086,438,229,158,1.97,2.1,1.41,0,33,2,0
73883,354,49,158,3.13,1.53,1.35,1,6,64,0
74572,132,255,158,2.14,3.83,4.58,0,28,50,0
74825,155,39,158,3.27,4.18,2.63,1,19,87,0
70200,469,49,158,2.61,3.58,1.96,0,27,21,1
71141,131,8,158,2.55,2.26,1.6,0,4,48,1
71235,308,252,158,2.4,3.27,1.95,1,37,7,1
71338,369,251,158,1.68,2.15,2.81,1,0,79,1
71459,401,234,158,3.34,4.14,3.93,0,2,90,1
72927,346,270,158,3.33,3.7,2.38,0,46,59,1
73601,386,191,158,4.97,2.75,2.31,0,46,5,1
74392,325,51,158,3.79,4.57,3.99,0,23,47,1
71233,85,7,159,3.88,4.07,4.94,0,44,6,0
72408,290,40,159,4.76,3.47,2.67,0,30,18,0
73223,447,82,159,4.03,2.05,2.12,1,27,86,0
74044,461,47,159,2.39,2.66,2.61,0,12,14,0
70342,365,257,159,3.99,2.49,2.1,1,13,18,1
70695,400,150,159,4.15,3.8,3.09,0,44,47,1
71663,161,5,159,1.39,1.6,1.98,0,9,92,1
74918,267,39,159,2.42,3.17,1.04,1,29,31,1
70559,189,130,160,3.88,2.34,2.66,1,43,35,1
72403,176,268,160,3.59,1.68,4.72,1,43,98,0
70713,437,47,160,4.87,1.8,4.98,1,24,94,1
72508,256,295,160,3.98,3.88,2.7,1,42,23,1
72823,112,279,160,1.56,3.18,1.01,1,47,91,1
74093,453,219,160,4.8,1.95,3.83,0,35,8,1
70249,328,79,161,4.87,4.66,1.09,1,11,0,1
70541,96,172,161,1.71,1.81,1.73,0,16,100,1
73550,355,57,161,4.15,3.84,4.02,1,47,28,0
73635,422,251,161,2.77,3.26,4.96,1,35,26,0
70238,190,12,161,2.84,3.34,2.88,0,27,33,1
73442,58,93,161,1.84,1.9,1.07,1,47,53,1
74142,385,88,161,2.75,3.87,2.48,0,8,39,1
71082,319,210,162,3.67,2.26,4.27,0,25,18,0
71186,416,67,162,3.2,1.27,1.28,1,7,99,0
72083,428,290,162,2.89,2.94,3.27,1,44,21,0
74535,223,154,162,2.54,3.14,3.52,1,22,48,0
74759,317,165,162,4.55,2.76,2.72,1,2,60,0
70206,240,270,162,3.45,4.94,1.5,0,42,26,1
70379,376,50,162,4.35,3.86,4.73,1,27,85,1
71477,181,298,162,1.83,1.05,1.52,1,11,28,1
71867,366,54,162,3.38,3.95,4.52,0,12,43,1
72778,408,159,162,1.5,2.36,4.7,1,49,70,1
73502,472,59,162,3.82,2.51,4.55,1,23,27,1
74007,324,188,162,1.68,4.96,3.65,1,19,74,1
74581,25,158,162,3.72,2.09,3.21,0,42,93,1
70279,51,114,163,1.42,2.54,2.12,0,45,58,1
70570,446,24,163,1.25,4.32,4.04,1,11,90,1
71639,94,112,163,4.63,2.66,3.78,0,34,51,0
72019,246,16,163,3.16,4.17,1.3,1,22,55,0
72605,14,193,163,3.69,1.74,3.61,1,47,69,0
72941,394,127,163,1.34,2.2,2.72,0,18,69,0
74727,389,77,163,4.13,1.16,2.8,1,44,43,0
70003,226,42,163,1.63,5,4.74,1,33,98,1
70221,140,37,163,4.36,3.93,3.47,1,18,93,1
70670,289,276,163,1.68,3.35,2.55,1,22,4,1
71307,190,300,163,3.75,3.87,2.76,1,47,30,1
73037,162,215,163,4.11,2.25,2.23,0,35,10,1
73374,263,209,163,4.74,4.98,4.16,0,12,48,1
74233,29,99,163,4.02,2.42,3.16,0,41,99,1
74546,444,230,163,1.12,3.94,1.09,1,34,34,1
74550,83,69,163,1.01,3.94,1.11,1,38,98,1
74683,237,254,163,3.59,3.84,1.34,1,6,74,1
70584,379,118,164,3.36,1.29,2.81,1,30,2,1
70677,278,248,164,3.99,4.88,3.23,1,20,17,1
71570,206,63,164,2.68,3.89,2.09,1,40,69,0
72185,322,70,164,2.61,1.49,3.34,0,4,35,0
72868,362,64,164,2.95,3.19,1.72,0,2,26,0
73768,218,246,164,1.75,4.73,4.3,0,7,35,0
74804,71,299,164,1.92,4.26,1.89,1,27,32,0
72635,307,61,164,1.7,1.52,2.62,0,35,1,1
74070,40,265,164,4.56,4.79,3.38,1,14,66,1
70201,199,184,165,4.92,4.45,4.57,1,36,66,1
71070,372,243,165,4.26,4.73,2.92,0,15,80,0
71664,194,106,165,1.53,3.89,2.52,1,28,70,0
72008,402,140,165,3.98,1.55,4.59,0,6,28,0
72167,42,277,165,1.09,2.63,2.25,1,33,93,0
72356,450,166,165,4.74,1.5,2.8,0,26,7,0
72525,244,235,165,4.59,1.92,4.81,0,33,43,0
72644,180,101,165,1.22,3.99,2.33,0,38,32,0
72950,314,150,165,3.08,2.61,3.36,0,28,68,0
73362,396,208,165,4.21,2.93,4.72,0,19,4,0
73732,492,288,165,3.31,3.01,2.57,0,49,6,0
73941,177,158,165,1.92,3.94,3.52,0,49,0,0
74333,120,185,165,1.49,4.02,2.57,1,7,46,0
74814,302,255,165,3.01,2.66,1.4,0,2,84,0
70659,314,180,165,2.27,3.2,1.37,0,19,33,1
72893,481,45,165,2.37,4.55,4.69,0,15,54,1
73548,434,107,165,2.16,3.24,2.92,0,49,45,1
73850,11,94,165,3.6,1.45,2.42,1,29,98,1
74654,485,252,165,3.96,3.32,1.31,0,24,56,1
74764,362,109,165,4.2,3.89,4.41,0,22,23,1
71064,376,177,166,1.04,2.5,3.74,1,39,71,0
72016,275,146,166,4.29,1.36,4.9,0,3,82,0
73707,228,50,166,2.58,3.89,2.19,0,11,89,0
73794,169,295,166,3.8,3.98,1.97,1,26,21,0
70805,216,263,166,2.84,1.03,2.22,1,37,76,1
70868,80,149,166,4.42,2.98,3.04,1,19,94,1
71063,59,25,166,4.75,3.1,3.41,0,17,38,1
72088,212,133,166,2.9,4.1,4.26,1,40,50,1
72145,270,232,166,1.99,2.27,3.09,1,11,16,1
72361,304,33,166,1.83,1.31,4.69,1,11,32,1
72568,394,287,166,2.91,3.21,3.9,0,33,76,1
73621,92,18,166,2.41,2.49,2.48,0,4,12,1
74789,313,140,166,3.21,4.5,4.17,0,12,87,1
70058,43,88,167,4.67,2.25,3.56,1,36,4,1
73607,78,36,167,2.5,4.74,4.32,1,20,46,0
73657,344,34,167,4.81,3.28,3.04,0,39,43,0
74736,183,125,167,3.31,4.17,3.52,1,11,98,0
71365,390,274,167,2.87,4.09,1.76,0,10,46,1
71577,334,41,167,4.26,2.51,1.48,1,6,98,1
72177,325,201,167,2.21,2.67,4.43,1,18,75,1
74205,46,202,167,1.21,4.75,2.65,1,27,10,1
74932,132,49,167,3.36,3.34,2.02,0,19,100,1
70492,405,126,168,3.21,4.12,1.8,0,2,12,1
71139,341,150,168,2.51,3.11,3.39,0,1,23,0
71511,467,295,168,4.21,4.35,1.52,0,1,32,0
72189,363,72,168,4.62,4.01,3.5,0,7,90,0
72629,147,87,168,2.58,3.24,4.75,0,31,32,0
73334,257,187,168,1.9,2.22,4.61,1,36,57,0
73643,434,206,168,3.31,4.39,4.12,1,5,18,0
73750,500,213,168,2.01,2.9,3.63,1,4,19,0
73799,484,203,168,3.28,4.99,2.69,0,22,97,0
70176,12,60,168,4.72,4.75,1.51,1,16,54,1
70246,159,251,168,3.89,2.5,1.79,1,19,55,1
70569,285,11,168,3.77,3.13,2.71,0,14,80,1
70933,363,140,168,3.33,1.87,3.91,0,4,65,1
71544,349,57,168,2.52,3.84,3.52,0,19,20,1
72559,284,60,168,4.31,3.85,4.39,0,43,22,1
74633,260,286,168,4.36,1.44,1.99,0,41,78,1
72475,327,141,169,1.13,3.11,1.28,0,4,33,0
72959,211,65,169,1.85,1.88,4.43,1,1,78,0
73859,343,103,169,4.87,1.64,3.91,1,1,99,0
74185,175,145,169,3.35,3.4,1.96,1,20,6,0
74617,33,105,169,5,3.93,3.94,1,45,28,0
70306,181,54,169,4.07,1.76,3.96,0,19,61,1
70602,178,151,169,1.05,2.39,1.58,1,46,100,1
71238,47,89,169,4.47,2.69,4,1,6,16,1
72355,318,112,169,4.98,3.66,4.17,0,45,35,1
71121,140,202,170,2.86,3.61,3.79,1,9,6,0
71405,194,9,170,3.88,1.37,3.07,0,17,71,0
71656,384,182,170,1.62,4.24,1.13,1,34,1,0
72773,372,279,170,3.61,2.88,3.49,0,10,83,0
70434,377,57,170,1.06,1.93,4.5,1,10,94,1
70571,344,68,170,3.75,2.71,3.9,1,42,75,1
72431,481,256,170,3.78,3.33,1.76,1,47,14,1
73464,273,80,170,3.65,4.85,3.07,0,45,16,1
74480,172,269,170,4.97,2.32,3.76,0,15,28,1
70965,290,166,171,4.82,2.77,4.07,1,34,7,1
70972,68,238,171,4.82,1.5,2.45,0,17,51,1
71145,459,88,171,1.41,4.94,1.16,0,40,99,0
71169,419,10,171,2.18,3.5,4.57,0,35,99,0
73030,236,111,171,2.55,3.96,2.67,0,18,76,0
73147,403,285,171,2.38,1.56,2.9,0,32,63,0
73216,304,282,171,1.92,4.2,4.07,0,3,3,0
73282,37,19,171,4.32,3.97,2.08,0,27,50,0
70797,210,129,171,4.76,4.37,1.06,1,33,98,1
72045,421,72,171,4.91,2.91,3.85,1,47,94,1
72076,293,222,171,3.37,2.77,2.11,0,24,95,1
72354,12,299,171,4.57,2.45,2.43,0,22,44,1
72772,44,244,171,4.58,4.17,2.93,1,5,69,1
73192,113,108,171,3.2,1.69,2.38,0,20,56,1
73967,202,254,172,2.89,3.1,2.3,0,40,65,0
74085,63,213,172,2.01,2.65,2.15,1,26,23,0
71568,352,262,172,2.19,2.04,2.96,0,48,94,1
72478,31,253,172,3.22,2.11,3.34,1,27,89,1
72628,303,222,172,2.77,3.1,1.39,1,12,15,1
73450,169,198,172,3.67,1.54,1.58,0,25,25,1
74361,313,70,172,1.48,3.91,3.62,0,47,86,1
74841,312,222,172,4.41,3.29,4.39,1,9,53,1
70321,482,121,173,3.43,4.65,1.85,1,12,81,1
70603,249,88,173,2.26,4.5,2.99,0,36,42,1
71105,221,271,173,4.72,3.09,3.05,1,38,14,0
71892,136,61,173,2.77,2.31,4.43,1,36,80,0
71911,185,300,173,4.82,2.42,2.69,0,25,29,0
72708,65,112,173,2.91,3.38,4.86,0,22,94,0
74600,237,205,173,1.83,2.34,4.09,0,47,65,0
70375,370,225,173,1.47,3.81,1.1,1,0,89,1
70836,137,185,173,3.81,1.49,1.06,1,45,16,1
70958,45,237,173,3.32,2.2,2.17,1,31,88,1
73590,323,177,173,2.36,3.64,4.13,0,4,6,1
73960,259,16,173,3.3,1.84,2.55,0,45,20,1
70732,106,45,174,4.85,1.92,1.23,1,17,17,1
71456,109,103,174,2.67,1.52,2.94,1,26,62,0
71719,36,231,174,3.7,4.83,4.52,0,46,30,0
73023,82,236,174,4.37,2.71,4.27,1,15,51,0
73324,338,164,174,1.06,4.21,3.37,0,41,24,0
74231,445,238,174,4.35,4.19,2.01,0,18,89,0
70760,273,208,174,2.6,2.46,2.2,0,35,94,1
71104,170,286,174,3.09,3.07,4.31,1,3,22,1
71967,46,259,174,4.42,3.85,1.96,0,4,82,1
72247,487,254,174,1.9,2.01,1.88,1,23,88,1
72842,334,94,174,4.67,3.3,3.74,0,31,51,1
73406,391,91,174,3.27,1.08,2.54,1,34,58,1
73426,473,224,174,3.38,1.1,2.22,0,5,100,1
73755,214,62,174,2.32,3.18,2,1,50,8,1
74949,346,248,174,3.84,1.37,2.73,0,29,92,1
73096,92,274,175,1.52,2.02,3.36,0,6,75,0
73239,354,236,175,3.86,3.33,1.1,0,43,59,0
74537,493,60,175,4.01,3.61,1.97,1,26,5,0
74879,339,83,175,3.37,4.3,2.57,1,14,75,0
70484,95,196,175,4.31,2.41,4.29,0,44,80,1
71950,148,279,175,1.05,4.48,1.23,1,45,30,1
73320,341,81,175,2.21,3.69,3.04,1,45,86,1
73966,113,223,175,3.09,4.08,1.66,0,7,79,1
74923,383,13,175,3.56,1.38,2.93,1,49,45,1
70034,480,178,176,3.65,3.01,1.72,0,34,36,1
70881,256,69,176,1.07,4.67,4.69,1,25,87,1
71161,472,165,176,3.47,4.85,3.17,1,0,38,0
74376,326,183,176,3.97,4.28,3.12,1,4,72,0
74474,53,98,176,3.74,4.39,1.21,1,12,17,0
72007,312,10,176,4.9,1.56,4.68,0,4,60,1
72244,485,193,176,4.51,1.75,2.5,1,9,43,1
72814,211,129,176,3.33,4.63,1.69,0,0,58,1
73703,199,161,176,3.54,4.91,4.03,0,9,31,1
70956,93,99,177,1.81,4.27,4.34,0,48,99,1
71687,493,176,177,1.16,4.78,4.75,1,31,78,0
72222,201,49,177,4.08,4.79,1.3,1,26,1,0
72245,226,227,177,1.53,3.96,3.45,1,46,65,0
72251,425,94,177,3.15,1.54,1.72,1,9,18,0
72264,75,98,177,2.19,1.18,4.67,1,18,70,0
73236,361,32,177,3.55,3.63,2.43,0,50,0,0
72499,430,173,177,4.08,1.58,1.23,1,15,48,1
74077,487,298,177,1.59,1.1,3.76,0,24,1,1
74279,425,158,177,2.49,1.55,2.6,1,46,33,1
70331,110,210,178,2.04,1.63,3.73,0,3,21,1
70969,448,189,178,2.67,2.13,3.23,0,10,99,1
71367,270,53,178,1.68,1.9,2.18,1,11,95,0
72372,272,44,178,4.51,4.06,3.45,1,11,69,0
72933,260,94,178,2.09,1.12,4.4,1,46,90,0
